ID,人数,順位,ゲームの時間,送ったライン合計,APM,日付,(JST),リプレイ
N8WDLF,4,2/4,1:24.550,55,47.55,2021-04-29,20:00:58,---
LLKQCH,4,3/4,27.54,13,34.86,2021-04-29,19:59:31,---
LYHGUV,41,1/41,3:02.120,109,41.51,2021-01-25,23:10:16,---
7NH98S,38,16/38,2:12.400,51,26.74,2021-04-29,17:23:13,---
KL6HRZ,40,6/40,2:32.190,98,44.55,2021-04-29,17:20:08,---
8N6KG4,37,12/37,2:22.770,75,35.72,2021-04-29,17:17:01,---
MMXN6K,37,1/37,3:00.740,87,33.2,2021-04-29,17:13:56,---
Q36KEP,34,1/34,3:02.860,95,37.73,2021-04-29,17:10:49,---
Y3QJT4,36,30/36,39.96,17,36.04,2021-04-29,17:07:37,---
POKTCM,36,8/36,2:44.420,126,51.09,2021-04-29,17:04:32,---
VEQ4HX,36,25/36,46.25,46,68.76,2021-04-29,17:01:26,---
GAIGTT,6,3/6,1:08.170,25,27.28,2021-04-29,16:57:25,---
0P774M,4,2/4,1:06.170,42,45.34,2021-04-29,16:55:19,---
INDIE5,36,6/36,2:41.090,100,42.09,2021-04-28,18:44:37,---
BA93K7,36,1/36,3:00.330,104,40.92,2021-04-28,18:41:33,---
1X4HK6,5,3/5,1:17.890,26,32.35,2021-04-28,18:20:51,---
IOUBVP,4,2/4,1:45.670,50,45.99,2021-04-28,18:18:41,---
8Z4W5M,5,4/5,19.37,1,3.1,2021-04-28,18:16:50,---
EE2ZDK,6,1/6,2:11.810,78,40.51,2021-04-28,18:15:11,---
6ECXB4,5,2/5,2:06.200,63,37.08,2021-04-26,17:38:53,---
6BSCWT,5,1/5,2:15,51,32.0,2021-04-26,17:36:39,---
65Q8IB,6,3/6,1:35.200,43,38.45,2021-04-26,17:34:20,---
7TQ6F0,6,1/6,2:12.740,99,53.34,2021-04-26,17:32:26,---
1QG910,6,3/6,1:47.460,63,42.43,2021-04-26,17:30:09,---
XKC105,5,5/5,49.32,12,20.68,2021-04-26,17:27:47,---
DC9YGR,7,5/7,31.88,0,1.88,2021-04-26,17:25:27,---
JTMV9V,6,4/6,59.5,15,23.19,2021-04-26,17:23:23,---
9GF0XW,6,2/6,2:43.190,75,38.97,2021-04-26,17:20:58,---
1M3XB2,7,2/7,2:00.370,45,28.91,2021-04-26,17:18:06,---
BVCVB3,5,2/5,2:23.080,82,40.68,2021-04-26,17:16:02,---
2KKKCK,5,1/5,1:35.150,68,51.71,2021-04-26,17:13:31,---
NSY2BF,6,1/6,1:36.580,70,60.88,2021-04-26,17:08:33,---
ZS63J7,4,4/4,38.21,7,26.69,2021-04-26,16:48:07,---
6DTHH6,6,4/6,1:29.090,49,43.78,2021-04-26,16:45:36,---
2KRUE9,5,2/5,48.97,29,44.11,2021-04-26,16:43:15,---
ZMQHN5,4,3/4,1:11.130,40,45.55,2021-04-26,16:42:23,---
QWSQ6L,4,1/4,2:15.070,93,47.53,2021-04-26,03:48:08,---
GTA33X,4,1/4,2:02.170,85,52.55,2021-04-26,03:45:47,---
URDSXA,5,3/5,1:04.560,35,44.61,2021-04-26,03:43:39,---
03ELEF,5,4/5,1:01.610,16,23.37,2021-04-26,03:41:32,---
7FB10T,4,2/4,1:02.650,35,39.27,2021-04-26,03:39:04,---
ZRASQT,6,4/6,1:01.630,47,51.6,2021-04-26,03:37:57,---
5RV509,5,3/5,1:28.120,45,40.17,2021-04-26,03:35:31,---
3I6CIN,6,5/6,41.57,28,43.3,2021-04-26,03:33:02,---
39VRR8,6,1/6,2:16.870,94,44.28,2021-04-26,03:30:41,---
10DPC2,6,1/6,2:17.230,84,49.84,2021-04-26,03:28:19,---
KK4KLD,6,1/6,1:40.260,71,46.08,2021-04-26,02:53:53,---
30604V,43,2/43,3:03.150,81,33.09,2021-04-25,23:16:21,---
VK15SN,41,1/41,2:59.140,84,33.16,2021-04-25,23:13:13,---
TJBH3S,4,2/4,48.61,25,40.73,2021-04-25,20:31:59,---
1ZG61D,5,2/5,50.64,43,67.54,2021-04-25,20:31:06,---
M3GD8M,6,3/6,2:19.740,82,47.23,2021-04-25,20:30:11,---
FYTFPJ,5,5/5,34.73,4,19.0,2021-04-25,20:27:37,---
E45SE1,6,4/6,1:13.580,19,22.83,2021-04-25,20:26:25,---
OE5DXP,5,1/5,2:14.200,95,45.16,2021-04-25,20:24:46,---
0NZCL4,5,2/5,1:25.720,42,34.3,2021-04-25,04:17:14,
KOWQJC,3,1/3,2:10.720,45,26.62,2021-04-25,04:15:43,---
DZ5VA6,4,1/4,2:14.480,72,35.69,2021-04-25,04:13:26,---
EVOF57,6,4/6,1:23.240,36,32.44,2021-04-25,04:10:58,---
LFZH1I,4,2/4,44.06,17,25.87,2021-04-25,04:08:33,---
OPY349,4,1/4,1:25.280,45,36.59,2021-04-25,04:07:42,---
9XB0YK,2,1/2,2:20.990,54,29.36,2021-04-25,04:06:10,---
UQ9EKV,3,3/3,1:17,21,35.84,2021-04-25,04:03:42,---
LLEPO4,4,3/4,2:09.120,43,32.06,2021-04-25,04:01:05,---
OMMAIS,5,2/5,2:11.260,62,31.08,2021-04-25,03:58:36,---
6N7N0J,4,2/4,1:38.840,56,41.89,2021-04-25,03:56:11,---
F93EXQ,4,2/4,2:23.810,74,37.55,2021-04-25,03:54:28,---
I9SX72,6,1/6,1:45.630,65,43.74,2021-04-25,03:51:59,---
5UMKOW,4,3/4,1:03.940,10,17.83,2021-04-25,03:50:06,---
GGE4FZ,36,15/36,1:52.460,39,25.08,2021-04-24,23:16:41,---
HHLTCN,40,24/40,1:11.400,29,26.89,2021-04-24,23:13:35,---
0O5GLQ,37,15/37,1:29.590,44,34.83,2021-04-24,23:10:26,---
8OGM1I,37,8/37,2:13.640,75,39.51,2021-04-24,20:07:30,---
RS7OBJ,39,4/39,2:38.270,88,41.7,2021-04-24,20:04:41,---
DUK9IW,37,17/37,1:51.740,62,37.05,2021-04-24,20:01:37,---
LJKZ8M,34,18/34,1:23.360,35,29.51,2021-04-24,19:58:56,---
MY42QK,38,1/38,2:59.870,107,42.36,2021-04-24,19:55:49,---
GUYUR2,37,23/37,1:14.540,33,31.39,2021-04-24,19:52:43,---
LRI9YM,3,1/3,1:13.490,48,42.45,2021-04-24,19:43:53,---
Y7GJFO,3,1/3,35.51,49,82.79,2021-04-24,19:42:34,---
2LJNR3,4,1/4,1:07.010,45,44.77,2021-04-24,19:41:54,---
D0XILR,3,2/3,1:43.420,41,37.71,2021-04-24,19:40:42,---
X77RVS,4,2/4,1:20.560,40,40.22,2021-04-24,19:38:53,---
WJRNIC,5,5/5,30.53,5,9.83,2021-04-24,19:37:29,---
YEDEW4,6,3/6,1:09.870,26,29.2,2021-04-24,19:36:10,---
FPBD7N,6,2/6,1:39.280,61,44.72,2021-04-23,18:25:11,---
6833NF,4,1/4,1:27.190,40,34.41,2021-04-23,18:23:28,---
PWNED1,39,7/39,2:21.850,61,33.84,2021-04-21,20:06:46,---
8G7FIO,36,7/36,2:26.540,66,33.57,2021-04-21,20:03:47,---
SF4MIA,38,7/38,2:53.860,68,28.64,2021-04-21,20:00:40,---
IK85T9,37,14/37,2:19.950,79,38.16,2021-04-21,19:57:33,---
9UF10R,35,15/35,1:52.670,59,38.34,2021-04-21,19:54:29,---
DINIZJ,40,11/40,2:18.820,92,41.49,2021-04-21,19:51:32,---
69KG22,3,3/3,2:14.060,49,32.67,2021-04-21,18:36:19,---
2YF7YU,5,3/5,1:48.010,70,53.88,2021-04-21,18:33:36,---
LXTYJ5,4,1/4,58.07,46,55.79,2021-04-20,21:46:48,---
LCVNXE,4,1/4,1:25.190,64,46.48,2021-04-20,21:45:46,---
HVNLTA,4,1/4,2:13.420,98,51.27,2021-04-20,21:44:11,---
R6ALSA,4,3/4,2:01.600,56,32.07,2021-04-20,21:41:49,---
DOPSFK,3,1/3,37.61,40,63.81,2021-04-20,21:39:20,---
JNDOIO,4,1/4,2:12.630,45,28.5,2021-04-20,21:38:37,---
PR98X1,3,2/3,2:09.200,52,35.76,2021-04-20,21:36:20,---
GD4AJ9,5,5/5,43.83,17,30.12,2021-04-20,21:34:02,---
875H9O,5,2/5,2:23.020,77,39.85,2021-04-19,16:05:26,---
8V1O46,6,3/6,2:09.300,93,50.12,2021-04-19,16:03:00,---
8ZA8C1,7,3/7,2:05.580,80,43.96,2021-04-19,16:00:43,---
ITY8HV,6,2/6,2:01.200,81,50.5,2021-04-19,15:58:17,---
I9GB6W,3,2/3,1:29.670,41,45.5,2021-04-18,15:38:31,---
9IBNYE,4,2/4,48.08,24,34.94,2021-04-18,15:36:58,---
7QZ633,4,2/4,1:03.810,54,55.48,2021-04-18,15:36:06,---
UZHHOT,4,4/4,36.24,17,51.32,2021-04-18,15:34:58,---
5KL6WP,5,5/5,1:00.110,7,32.94,2021-04-18,15:32:27,---
3FNHQJ,6,4/6,1:04.200,18,18.69,2021-04-18,15:30:18,---
4V3PSZ,5,3/5,58.82,27,34.68,2021-04-18,15:28:49,---
26RG8U,4,2/4,46.87,25,33.28,2021-04-18,03:45:40,---
QO5OY6,5,1/5,2:20.300,79,46.19,2021-04-18,03:44:49,---
U49LAW,4,1/4,1:51.300,70,47.98,2021-04-18,03:42:24,---
TRKAYO,4,1/4,1:37.060,68,47.6,2021-04-18,03:40:24,---
OS9C1K,5,2/5,2:30.630,73,33.86,2021-04-18,03:38:39,---
0L9H58,4,1/4,2:04.260,67,35.73,2021-04-18,03:36:04,---
Z9A2OU,5,1/5,2:23.200,84,38.97,2021-04-18,03:33:52,---
1HXXV2,4,2/4,2:16.420,68,35.63,2021-04-18,03:31:24,---
JWBKV5,3,2/3,1:29.740,40,32.76,2021-04-18,03:29:05,---
RCQCWC,5,4/5,24.64,0,0.0,2021-04-18,03:27:22,---
7LVYU9,5,2/5,1:13.460,54,46.56,2021-04-18,03:25:41,---
BSMVEJ,5,1/5,54.84,44,59.08,2021-04-18,03:24:21,---
MOAN00,46,1/46,2:59.810,153,54.72,2021-04-18,02:30:30,---
QJBVDV,6,1/6,2:13.230,77,42.33,2021-04-18,02:16:55,---
D1MRBK,4,2/4,2:16.010,91,48.08,2021-04-18,02:14:38,---
PPTY0I,6,1/6,2:00.830,74,53.63,2021-04-18,02:12:16,---
G1PB7A,6,5/6,46.75,17,35.94,2021-04-18,02:10:11,---
M1TEZR,5,4/5,57.95,21,25.88,2021-04-18,02:08:08,---
QSGBWO,5,4/5,1:34.050,48,38.28,2021-04-18,02:06:15,---
154SYH,5,5/5,33.72,19,42.7,2021-04-17,18:08:51,---
984UC7,4,3/4,1:14.240,32,31.52,2021-04-17,18:06:28,---
ZIEVXH,5,4/5,1:20.570,43,44.68,2021-04-17,18:04:51,---
ZUKUSN,4,2/4,48.16,15,31.15,2021-04-17,18:02:46,---
EP8WGS,3,2/3,1:25.600,45,38.55,2021-04-17,18:01:53,---
WE1DXZ,4,1/4,2:24.290,63,33.27,2021-04-17,17:44:01,---
MDYPXR,3,2/3,1:48.340,62,42.09,2021-04-17,17:41:33,---
PNXCI5,3,2/3,2:08.110,76,39.81,2021-04-17,17:39:41,---
Z3J802,3,3/3,1:38.780,50,34.01,2020-05-25,05:40:32,---
FL1HG6,3,3/3,48.95,16,23.29,2021-04-17,17:35:09,---
I1B26W,4,2/4,2:55.480,67,27.35,2021-04-17,17:33:37,---
UHPS2B,4,1/4,2:26.710,62,31.49,2021-04-17,17:30:31,---
S2ZIDY,4,1/4,2:48.910,71,32.68,2021-04-15,23:09:14,---
IPCY83,4,3/4,45.58,25,39.49,2021-04-15,21:23:21,---
LBPIEL,5,1/5,2:09.980,54,32.31,2021-04-15,21:22:30,---
9RBXL7,4,2/4,1:30.300,47,35.88,2021-04-15,21:20:16,---
88VJ61,6,2/6,34.47,16,38.29,2021-04-15,21:18:41,---
9RK516,4,2/4,2:22.990,72,41.12,2021-04-15,01:56:58,---
SB21FS,5,4/5,55.6,16,25.9,2021-04-15,01:54:28,---
4OY8BI,4,1/4,2:20.180,62,35.53,2021-04-15,01:52:17,---
929RAT,5,3/5,2:18.350,77,42.07,2021-04-15,01:49:46,---
SLMS33,4,2/4,1:54.180,58,36.26,2021-04-15,01:47:21,---
O3CXQ5,41,1/41,2:56.700,84,32.6,2021-04-14,23:49:20,---
1XBSPM,4,1/4,2:15.260,70,42.58,2021-04-14,18:01:57,---
W2KZZL,2,2/2,1:30.770,47,39.66,2021-04-14,17:59:40,---
ZKL2ZR,5,1/5,2:20.860,92,43.02,2021-04-14,17:58:01,---
3IKHDS,6,1/6,2:23.100,57,38.57,2021-04-14,13:43:31,---
4E0G1F,4,4/4,18.02,8,39.96,2021-04-14,13:41:05,---
ACIHZF,5,2/5,33.53,16,30.42,2021-04-14,12:30:08,---
GYVF67,3,1/3,1:57.480,69,41.88,2021-04-14,12:29:30,---
QNMCFS,4,1/4,1:46.330,69,47.4,2021-04-14,12:27:29,---
A63PTH,2,1/2,31.85,23,84.77,2021-04-14,12:25:39,---
FLBJZO,5,2/5,2:22.270,71,45.55,2021-04-14,06:44:19,---
A5WN83,2,1/2,1:39.440,41,27.76,2021-04-14,06:21:08,---
99X4FA,3,1/3,45.79,31,47.17,2021-04-14,06:19:26,---
KZ5K1P,5,4/5,1:47.180,44,36.95,2021-04-14,06:18:36,---
BYZQZA,39,2/39,3:01.510,103,38.34,2021-04-14,05:45:41,---
WVG7I8,5,1/5,1:37.040,52,40.19,2021-04-14,05:38:04,---
M0A3WA,41,1/41,2:55.470,93,40.35,2021-04-12,17:47:10,---
L8H0Y4,5,1/5,1:41.590,41,49.02,2021-04-12,13:08:27,---
FPDYCK,43,1/43,2:59.360,102,38.8,2021-04-11,18:57:13,---
DLBUT5,41,3/41,2:57.340,101,40.94,2021-04-10,19:56:46,---
44MSER,6,1/6,2:29.360,67,33.74,2021-04-09,00:19:33,---
KBEATV,6,2/6,1:59.440,76,47.22,2021-04-09,00:16:57,---
NB2CCQ,5,4/5,34.54,2,17.37,2021-04-09,00:14:51,---
ACO9HG,5,3/5,1:02.340,28,32.72,2021-04-09,00:13:23,---
CDC9E1,5,2/5,1:35.850,43,33.8,2021-04-09,00:11:24,---
8BYAJE,4,2/4,2:06.870,57,32.16,2021-04-04,16:42:17,---
B26AQC,6,6/6,25.21,11,38.08,2021-04-04,15:54:54,---
2Y7WF5,7,6/7,43.94,14,20.48,2021-04-04,15:53:02,---
HE0FRF,7,4/7,50.62,28,43.86,2021-04-04,15:50:56,---
TLAVBR,5,1/5,2:02.290,85,52.5,2021-04-04,15:49:27,---
4TXEEJ,4,4/4,24.98,4,12.01,2021-04-04,15:47:18,---
PNRAOH,42,2/42,3:01.520,94,38.01,2021-04-04,13:32:10,---
QUAWOO,37,2/37,3:01.510,91,37.68,2021-04-04,13:29:03,---
RQ5NPC,39,8/39,2:23.160,69,34.79,2021-04-04,13:25:56,---
DRH0G0,44,4/44,2:59.380,63,30.44,2021-04-04,13:22:52,---
1L9SSZ,45,17/45,2:14.470,72,39.71,2021-04-04,13:19:41,---
BZ2HEQ,45,11/45,2:23.170,67,32.69,2021-04-04,13:16:39,---
BEDSWU,45,1/45,2:58.230,83,37.03,2021-04-04,13:13:34,---
C9UU81,46,9/46,2:22.800,96,49.16,2021-04-04,13:10:30,---
RTYEDL,39,3/39,2:25.990,117,53.43,2021-04-04,13:07:43,---
8TQTD7,40,11/40,2:12.420,56,31.26,2021-04-04,13:05:01,---
WTM0JY,5,2/5,1:23.980,34,32.15,2021-04-03,21:38:24,---
TIV278,5,2/5,2:13.090,81,39.22,2021-04-03,21:36:56,---
JE5Z5H,5,4/5,16.07,1,3.73,2021-04-03,21:34:38,---
E7WN36,7,4/7,51.58,43,51.18,2021-04-03,21:33:22,---
CDE0UZ,7,5/7,1:01.900,17,27.14,2021-04-03,21:31:36,---
KYWESU,6,5/6,55.63,20,30.2,2021-04-03,21:28:57,---
S8A12P,6,5/6,44.77,28,37.53,2021-04-03,21:26:47,---
DGUHXB,6,6/6,36.35,10,44.57,2021-04-03,21:24:36,---
CJBZ2C,6,5/6,19.74,5,21.28,2021-04-03,21:23:15,---
QP4UEM,4,3/4,33.65,15,49.93,2021-04-03,21:20:58,---
MCOTKE,5,3/5,44.86,19,25.41,2021-04-03,21:18:59,---
HIGVE7,6,3/6,1:46.550,65,46.74,2021-04-03,21:17:36,---
MJ03E6,6,2/6,1:07.130,39,45.58,2021-04-03,21:15:26,---
F0FQ7V,5,2/5,1:25.370,47,40.06,2021-04-03,21:14:15,---
T8PHJY,6,3/6,1:41.470,35,27.79,2021-04-03,21:12:46,---
LQS4GO,6,3/6,1:00.610,34,36.63,2021-04-03,20:06:55,---
56D7TM,5,3/5,1:15.370,54,53.34,2021-04-03,20:05:13,---
5IWRC3,5,3/5,1:32.090,19,28.67,2021-04-03,20:03:30,---
3H8BSM,4,1/4,2:06.370,62,43.21,2021-04-03,20:01:39,---
7Z6S6Q,4,3/4,1:20.590,41,37.97,2021-04-03,19:59:26,---
XGMYHC,3,2/3,49.42,20,25.5,2021-04-03,19:57:52,---
XJBI3A,5,5/5,32.86,15,31.04,2021-04-03,19:56:56,---
VZUP3C,3,3/3,1:13.600,38,46.47,2021-04-03,19:55:30,---
VMD0H0,4,2/4,2:18.890,105,52.27,2021-04-03,19:53:16,---
KT9SS8,4,1/4,1:08.550,61,68.27,2021-04-03,19:50:50,---
P1OF4D,6,2/6,2:20.620,47,28.16,2021-04-02,11:54:28,---
W1LE1A,6,3/6,1:33.490,42,31.45,2021-04-02,11:52:03,---
0KJGJ6,37,3/37,2:27.740,98,49.95,2021-03-31,17:02:04,---
8PL675,38,1/38,3:02.250,130,53.33,2021-03-29,10:52:44,---
IDTJLR,6,4/6,26.14,7,22.95,2021-03-29,08:19:55,---
U9ZDQ0,5,5/5,22.88,0,7.87,2021-03-29,08:17:53,---
WBQ0K6,4,2/4,1:09.380,34,43.24,2021-03-29,08:15:36,---
1PB1TJ,4,2/4,58.9,25,41.77,2021-03-29,08:14:23,---
BZXDCY,3,2/3,2:19.420,92,46.48,2021-03-29,05:28:00,---
84KLN6,4,1/4,2:08.950,71,37.69,2021-03-29,05:25:37,---
SBQTPY,3,1/3,2:02.820,64,37.62,2021-03-29,05:23:24,---
M5JD4J,2,1/2,1:12.900,29,29.63,2021-03-29,05:21:04,---
NTAOUV,5,1/5,2:06.550,90,46.94,2021-03-29,05:19:48,---
FYX1I1,4,3/4,57.55,27,46.92,2021-03-29,03:27:21,---
EBB02K,41,9/41,2:22.880,66,34.43,2021-03-29,00:19:00,---
MXDWMC,43,11/43,2:22.340,56,31.61,2021-03-29,00:15:59,---
CIGPTB,42,8/42,2:54,79,32.41,2021-03-29,00:03:40,---
FJQ7OJ,4,3/4,31.99,32,78.77,2021-03-28,01:00:41,---
YKN67R,36,29/36,41.81,15,27.27,2021-03-27,18:25:07,---
ULWPLP,37,11/37,2:15.540,93,45.15,2021-03-27,18:21:59,---
0GLOIW,40,7/40,2:17.180,61,35.43,2021-03-27,18:18:45,---
AKB193,4,4/4,49.42,16,21.85,2021-03-27,18:01:07,---
FTS5XP,5,1/5,2:11.520,77,44.71,2021-03-27,17:38:07,---
T7GGI5,39,9/39,2:19.070,43,24.59,2021-03-27,16:59:37,---
CEJ5CO,34,4/34,2:37,77,38.22,2021-03-27,16:56:34,---
HQ5FC6,37,4/37,2:41.430,85,37.91,2021-03-27,16:53:43,---
A44YOT,36,13/36,2:23.870,54,29.61,2021-03-27,16:50:36,---
W51U9N,38,6/38,2:33.670,89,46.46,2021-03-27,16:47:29,---
L1OLX2,34,7/34,2:32.070,94,42.61,2021-03-27,16:44:30,---
EBBD9J,35,10/35,2:23.100,80,36.48,2021-03-27,16:41:24,---
YXQOLS,40,1/40,3:02.070,79,31.31,2021-03-27,16:38:22,---
K8S84O,41,7/41,2:29.030,102,47.51,2021-03-27,16:35:12,---
A9JP7V,38,2/38,3:00.130,78,32.31,2021-03-27,16:32:04,---
PE5MXB,39,3/39,2:35.980,88,40.01,2021-03-27,16:28:58,---
AOV5OS,40,1/40,2:58.760,97,37.93,2021-03-27,16:25:52,---
323W7M,4,2/4,2:02.090,45,32.93,2021-03-27,14:38:38,---
40G815,4,2/4,59.73,35,40.18,2021-03-24,22:39:38,---
670DO8,42,1/42,2:53.650,82,35.24,2021-03-24,16:56:06,---
3B32KJ,34,3/34,2:55.610,76,33.14,2021-03-24,16:53:07,---
AE7TUN,37,3/37,2:48.620,123,47.33,2021-03-24,16:50:03,---
QKUUVO,38,5/38,2:20.210,99,50.5,2021-03-24,16:47:00,---
SKX1K2,4,2/4,2:06.580,51,33.65,2021-03-24,16:01:52,---
K66B7J,3,2/3,2:08.050,66,44.51,2021-03-24,15:59:41,---
DLGX4E,2,2/2,50.66,16,30.79,2021-03-24,15:57:28,---
PEHAP5,2,2/2,30.38,10,29.62,2021-03-24,15:56:33,---
K54W3I,2,2/2,1:20.390,63,64.93,2021-03-24,15:55:57,---
VDEFUY,2,1/2,25.93,19,43.96,2021-03-24,15:54:31,---
I9S0KZ,2,2/2,31.91,13,35.73,2021-03-24,15:54:01,---
WSZQ7Z,2,2/2,2:13.730,50,46.66,2021-03-24,15:53:25,---
JZV3ZL,2,1/2,19.41,15,46.37,2021-03-24,15:51:06,---
E0NQWV,3,2/3,44.77,25,36.18,2021-03-24,15:50:43,---
24GFGS,2,1/2,1:36.740,56,40.93,2021-03-24,15:49:53,---
QEE3DQ,39,4/39,2:57.500,106,41.58,2021-03-23,03:40:53,---
IEXLOL,42,3/42,3:01,98,35.47,2021-03-23,03:37:47,---
2OQCDS,43,4/43,3:01.220,105,40.72,2021-03-23,03:34:39,---
F7W3L5,45,1/45,3:00.960,87,33.16,2021-03-23,03:31:31,---
0UG5JO,40,2/40,3:02.750,92,32.5,2021-03-23,03:28:24,---
BQ8QMB,44,2/44,3:02.170,101,38.21,2021-03-23,03:25:15,---
XO45LG,40,8/40,2:53.930,63,28.98,2021-03-23,03:22:07,---
MWD6CS,2,2/2,23.11,4,15.58,2021-03-23,03:17:21,---
WWWJSS,3,3/3,1:01.100,23,24.55,2021-03-23,03:16:23,---
XE1RB3,5,2/5,2:17.720,69,34.85,2021-03-23,03:13:22,---
3JGXHZ,4,1/4,2:05.370,84,41.16,2021-03-23,03:10:59,---
U2D917,6,2/6,2:01.780,68,42.86,2021-03-22,17:16:08,---
UB8ZU8,6,6/6,7.71,0,0.0,2021-03-22,17:14:02,---
3A3IY5,5,5/5,1:54,38,24.21,2021-03-22,17:13:09,---
ZMLFLI,5,2/5,2:32.200,100,50.85,2021-03-22,00:46:50,---
S3BM1H,5,1/5,1:05.300,54,56.05,2021-03-22,00:44:12,---
UKHH8T,5,5/5,8.31,0,0.0,2021-03-21,14:51:18,---
4OQQCD,5,3/5,1:26.190,44,41.77,2021-03-21,14:49:23,---
51HY8T,5,4/5,1:42.840,34,40.26,2021-03-21,14:47:30,---
2EGTDJ,4,3/4,26.5,15,36.23,2021-03-21,02:51:13,---
4TWW0L,4,3/4,1:17.220,29,40.4,2021-03-21,02:50:33,---
93XQ27,4,1/4,1:37.710,56,39.3,2020-12-01,10:37:04,---
WXV4DE,5,4/5,42.3,24,45.39,2021-03-21,02:47:17,---
LKG4NK,5,1/5,1:57.500,70,44.94,2021-03-18,02:34:12,---
1D9R65,5,1/5,2:17.640,84,39.23,2021-03-18,02:32:04,---
Z2Y6UE,3,1/3,1:30.280,58,0.0,2021-03-18,02:29:44,---
KO22K7,4,2/4,2:03.530,98,54.4,2021-03-18,02:28:08,---
CA3P1D,4,3/4,1:01.310,37,40.12,2021-03-18,02:25:59,---
CKIAGM,4,1/4,2:05.280,84,49.33,2021-03-18,02:23:31,---
O5EWPZ,4,3/4,37.02,9,29.17,2021-03-18,01:10:42,---
9VUK8V,6,1/6,2:03.840,88,47.48,2021-03-18,01:08:55,---
OP5TVS,6,5/6,22.3,9,37.67,2021-03-18,01:06:46,---
AGPQOG,5,3/5,43.57,14,31.67,2021-03-18,01:04:29,---
WTWGUH,4,3/4,25.34,10,49.72,2021-03-18,01:02:49,---
H8NZK7,6,3/6,56.48,31,38.24,2021-03-18,01:01:57,---
WOD0GM,4,3/4,1:04.310,19,38.25,2021-03-18,00:59:42,---
LV9C98,4,3/4,39.62,11,18.17,2021-03-18,00:58:08,---
X433R8,3,3/3,1:05.600,37,41.16,2021-03-18,00:56:56,---
69FRUC,4,2/4,51.02,10,27.05,2021-03-18,00:55:36,---
6H0U4I,4,3/4,1:31.890,30,39.18,2021-03-18,00:45:28,---
CG6HVS,6,4/6,54.95,13,14.19,2021-03-18,00:43:40,---
06DWOH,5,1/5,1:19.420,41,32.49,2021-03-18,00:42:00,---
BUIB7E,4,2/4,28.32,21,48.73,2021-03-17,23:25:16,---
95YRIZ,4,2/4,40.19,28,49.27,2021-03-17,23:24:37,---
OQDWH0,5,2/5,2:11.250,77,44.34,2021-03-17,23:23:44,---
S7AXAA,6,4/6,55.12,29,41.36,2021-03-17,23:21:22,---
2SUPMP,5,3/5,1:09.630,27,34.47,2021-03-17,23:18:46,---
5V9ZCJ,6,5/6,34.31,10,20.99,2021-03-17,23:16:36,---
B7NXGC,4,1/4,2:02.110,68,43.24,2021-03-17,21:48:53,---
TO0OU5,4,1/4,59.83,31,34.1,2021-03-17,21:46:44,---
HKPY59,5,2/5,1:58.700,50,37.41,2021-03-17,20:46:25,---
D5RSJ1,6,4/6,1:03.320,41,42.64,2021-03-17,03:29:32,---
N9JS2F,5,3/5,1:35.960,56,42.52,2021-03-17,03:27:48,---
3R7PO1,4,3/4,44.79,11,21.43,2021-03-16,20:52:06,---
IMCWEQ,4,3/4,40.44,23,38.58,2021-03-16,20:49:46,---
MDCQ1O,4,2/4,1:22.480,28,34.19,2021-03-16,20:47:51,---
HOWTE7,4,4/4,50.94,24,36.51,2021-03-16,20:46:24,---
1I3FW7,5,3/5,34.27,6,24.51,2021-03-16,20:44:59,---
28EKQK,5,4/5,22.2,11,35.13,2021-03-16,20:44:10,---
4H7Q90,5,2/5,31.68,0,3.79,2021-03-16,20:43:31,---
HFY0ED,5,5/5,31.79,9,35.86,2021-03-16,20:42:54,---
UE3BEW,5,5/5,38.26,18,31.36,2021-03-16,20:41:39,---
SX5CQT,5,4/5,38.66,11,26.38,2021-03-16,20:39:26,---
TA27RA,4,2/4,1:21.780,43,46.22,2021-03-16,20:37:50,---
1J6UUG,3,1/3,1:12.340,31,36.49,2021-03-16,18:42:44,---
IIII8E,3,1/3,1:33.880,45,31.32,2021-03-16,18:41:26,---
TVXDA7,4,1/4,52.92,15,17.01,2021-03-16,18:39:47,---
USL7HN,4,2/4,1:59.850,56,39.55,2021-03-16,18:38:50,---
Z94XQX,2,1/2,1:16.480,45,40.79,2021-03-16,18:36:44,---
BR3YJ6,6,3/6,2:20.090,81,47.11,2021-03-16,00:17:27,---
WO1ENP,3,2/3,2:00.360,60,35.39,2021-03-15,23:59:15,---
4O3FBV,4,1/4,1:54.890,58,47.52,2021-03-15,23:57:10,---
CG2YB8,5,2/5,2:08.850,62,40.05,2021-03-15,23:55:11,---
Z74KMJ,4,2/4,57.34,31,43.95,2021-03-15,20:43:49,---
7PBR50,6,2/6,1:56.730,57,48.32,2021-03-15,20:42:48,---
SQE3I1,5,2/5,1:11.740,39,46.0,2021-03-15,20:40:47,---
Y792MB,5,4/5,23.65,16,40.59,2021-03-15,20:39:24,---
LPB0B5,5,2/5,51.86,42,64.79,2021-03-15,19:39:36,---
JI044D,3,1/3,52.07,24,54.16,2021-03-15,19:38:40,---
83PR9S,3,2/3,31.17,30,57.75,2021-03-15,19:37:43,---
YI7GBH,3,3/3,17.37,4,13.82,2021-03-15,19:37:06,---
1ET3ZP,2,2/2,45.75,16,32.79,2021-03-15,19:36:42,---
